,Instrument,EXPIR_DATE,PUTCALLIND,STRIKE_PRC,BIDSIZE,BID,ASK,ASKSIZE,TRDPRC_1,HST_CLOSE,HSTCLSDATE,ACVOL_UNS,OPINT_1,OPINTNC,MID_IV,DELTA,GAMMA,THETA,VEGA,RHO
8514,SPXl172781000.U,2027-12-17,CALL,8100,31,316.5,322.1,26,,311.35,2026-01-26,,913,0,15.473,0.3556,0.0003,-0.5597,35.3401,40.6586
8515,SPXx172781000.U,2027-12-17,PUT ,8100,9,996.2,1002.0,9,,1010.8,2026-01-26,,52,0,14.4082,-0.6491,0.0003,0.0827,34.7818,-104.1194
8516,SPXl172781500.U,2027-12-17,CALL,8150,33,298.5,304.0,27,,293.75,2026-01-26,,1,0,15.33,0.3429,0.0002,-0.5457,34.8824,39.3325
8517,SPXx172781500.U,2027-12-17,PUT ,8150,6,1023.1,1033.9,5,,1038.55,2026-01-26,,0,0,14.2665,-0.6626,0.0003,0.102,34.24,-106.4459
8518,SPXl172782000.U,2027-12-17,CALL,8200,35,281.2,286.6,29,,276.65,2026-01-26,,3597,0,15.1905,0.3302,0.0002,-0.5315,34.3852,38.0014
8519,SPXx172782000.U,2027-12-17,PUT ,8200,6,1052.2,1063.2,5,,1068.05,2026-01-26,,7,0,14.1003,-0.6765,0.0003,0.1226,33.6324,-108.8185
8520,SPXl172783000.U,2027-12-17,CALL,8300,37,248.8,254.1,31,,244.75,2026-01-26,,335,0,14.9269,0.3053,0.0002,-0.5024,33.2799,35.3435
8521,SPXx172783000.U,2027-12-17,PUT ,8300,2,1112.6,1124.1,2,,1129.05,2026-01-26,,8,0,13.7762,-0.704,0.0003,0.1647,32.2706,-113.579
8522,SPXl172784000.U,2027-12-17,CALL,8400,40,219.4,224.5,33,,215.8,2026-01-26,,4685,0,14.6842,0.2811,0.0002,-0.473,32.0396,32.7145
8523,SPXx172784000.U,2027-12-17,PUT ,8400,2,1175.8,1187.8,2,,1193.05,2026-01-26,,19,0,13.4572,-0.7312,0.0003,0.2081,30.7157,-118.3465
8524,SPXl172785000.U,2027-12-17,CALL,8500,44,192.7,197.7,36,,189.55,2026-01-26,,1035,-1,14.459,0.2576,0.0002,-0.4432,30.6787,30.1346
8525,SPXx172785000.U,2027-12-17,PUT ,8500,2,1241.9,1254.2,2,,1259.9,2026-01-26,,104,0,13.1436,-0.7578,0.0002,0.2522,28.9805,-123.0925
8526,SPXl172786000.U,2027-12-17,CALL,8600,46,168.8,173.7,38,,166.15,2026-01-26,,919,1,14.2564,0.2351,0.0002,-0.4137,29.2244,27.638
8527,SPXx172786000.U,2027-12-17,PUT ,8600,2,1310.7,1323.4,2,,1329.9,2026-01-26,,52,0,12.8351,-0.7836,0.0002,0.2969,27.0822,-127.7888
8528,SPXl172787000.U,2027-12-17,CALL,8700,52,147.5,152.2,42,,145.15,2026-01-26,,2,0,14.0729,0.2138,0.0002,-0.3847,27.6967,25.2402
8529,SPXx172787000.U,2027-12-17,PUT ,8700,2,1381.9,1395.5,2,,1401.9,2026-01-26,,0,0,12.5299,-0.8085,0.0002,0.3416,25.0414,-132.4097
8530,SPXl172788000.U,2027-12-17,CALL,8800,57,128.5,133.2,46,,126.65,2026-01-26,,1174,0,13.9085,0.1937,0.0002,-0.3563,26.1207,22.9602
8531,SPXx172788000.U,2027-12-17,PUT ,8800,2,1455.7,1469.7,2,,1478.75,2026-01-26,,14,0,12.2182,-0.8325,0.0002,0.3865,22.8646,-136.9516
8532,SPXl172789000.U,2027-12-17,CALL,8900,63,111.8,116.4,51,,110.3,2026-01-26,,2,0,13.7638,0.1749,0.0002,-0.329,24.5232,20.8146
8533,SPXx172789000.U,2027-12-17,PUT ,8900,2,1531.7,1546.0,2,,1553.05,2026-01-26,,0,0,11.8917,-0.8554,0.0002,0.4314,20.5591,-141.4086
8534,SPXl172790000.U,2027-12-17,CALL,9000,70,97.2,101.7,55,,96.0,2026-01-26,,3494,0,13.6401,0.1576,0.0002,-0.3031,22.9317,18.8176
8535,SPXx172790000.U,2027-12-17,PUT ,9000,2,1610.0,1624.8,2,,1631.75,2026-01-26,,178,0,11.5637,-0.877,0.0002,0.4752,18.1888,-145.7175
8536,SPXl172792000.U,2027-12-17,CALL,9200,87,73.5,77.5,69,,72.65,2026-01-26,,1592,0,13.4457,0.1272,0.0002,-0.2554,19.8379,15.2722
8537,SPXx172792000.U,2027-12-17,PUT ,9200,2,1771.7,1787.3,2,,1794.5,2026-01-26,,691,0,10.7729,-0.9174,0.0001,0.5628,13.0673,-154.0938
8538,SPXl172794000.U,2027-12-17,CALL,9400,101,55.8,59.6,78,,55.25,2026-01-26,,745,0,13.3308,0.1024,0.0001,-0.2145,17.0036,12.3513
8539,SPXx172794000.U,2027-12-17,PUT ,9400,2,1939.5,1955.8,2,,1963.1,2026-01-26,,508,0,9.5806,-0.9552,0.0,0.6509,7.2264,-162.2294
8540,SPXl172795000.U,2027-12-17,CALL,9500,105,48.7,52.3,79,,48.3,2026-01-26,,852,0,13.2917,0.0917,0.0001,-0.1963,15.69,11.0906
8541,SPXx172795000.U,2027-12-17,PUT ,9500,2,2025.1,2041.8,2,,2049.2,2026-01-26,,0,0,8.3784,-0.9752,0.0,0.6991,3.4411,-166.4778
8542,SPXl172795500.U,2027-12-17,CALL,9550,109,45.6,49.1,81,,45.2,2026-01-26,,2,0,13.282,0.0869,0.0001,-0.1879,15.0752,10.519
8543,SPXx172795500.U,2027-12-17,PUT ,9550,2,2068.4,2085.3,2,,2092.6,2026-01-26,,0,0,6.6179,-0.9872,0.0,0.7275,0.6397,-168.8801
8544,SPXl172796000.U,2027-12-17,CALL,9600,112,42.6,46.1,83,,42.4,2026-01-26,,497,0,13.2705,0.0823,0.0001,-0.1798,14.4694,9.9675
8545,SPXx172796000.U,2027-12-17,PUT ,9600,2,2111.8,2128.9,2,,2136.25,2026-01-26,,3,0,,,,,,
8546,SPXl172798000.U,2027-12-17,CALL,9800,136,32.9,36.0,89,,32.75,2026-01-26,,2560,0,13.2639,0.0664,0.0001,-0.1509,12.2796,8.0634
8547,SPXx172798000.U,2027-12-17,PUT ,9800,2,2287.7,2305.6,2,,2312.75,2026-01-26,,0,0,,,,,,
8548,SPXl1727A0000.U,2027-12-17,CALL,10000,143,25.6,28.5,95,,25.7,2026-01-26,,4472,0,13.2983,0.0538,0.0,-0.1271,10.4151,6.5493
8549,SPXx1727A0000.U,2027-12-17,PUT ,10000,2,2466.2,2484.8,2,,2491.75,2026-01-26,,226,0,,,,,,
8550,SPXl1727A0200.U,2027-12-17,CALL,10200,62,20.3,23.0,102,,20.45,2026-01-26,,30,0,13.3848,0.0441,0.0,-0.1081,8.8864,5.3785
8551,SPXx1727A0200.U,2027-12-17,PUT ,10200,2,2646.5,2665.9,2,,2672.55,2026-01-26,,0,0,,,,,,
8552,SPXl1727A0400.U,2027-12-17,CALL,10400,72,16.3,18.7,112,,16.89,2026-01-26,,19,1,13.4921,0.0363,0.0,-0.0924,7.5985,4.4418
8553,SPXx1727A0400.U,2027-12-17,PUT ,10400,1,2819.6,2859.3,1,,2853.85,2026-01-26,,1,0,,,,,,
8554,SPXl1727A0600.U,2027-12-17,CALL,10600,80,13.3,15.4,120,,13.55,2026-01-26,,613,0,13.6261,0.0303,0.0,-0.0797,6.536,3.7032
8555,SPXx1727A0600.U,2027-12-17,PUT ,10600,1,3002.4,3042.1,1,,3036.65,2026-01-26,,0,0,,,,,,
8556,SPXl1727A0800.U,2027-12-17,CALL,10800,86,10.9,12.8,126,,11.3,2026-01-26,,219,0,13.7673,0.0253,0.0,-0.0689,5.6347,3.1019
8557,SPXx1727A0800.U,2027-12-17,PUT ,10800,1,3185.9,3225.6,1,,3221.95,2026-01-26,,0,0,,,,,,
8558,SPXl1727A1000.U,2027-12-17,CALL,11000,91,9.1,10.7,131,,9.3,2026-01-26,,5893,-2,13.9239,0.0214,0.0,-0.06,4.8859,2.6201
8559,SPXx1727A1000.U,2027-12-17,PUT ,11000,1,3370.0,3409.6,1,,3406.0,2026-01-26,,46,0,,,,,,
8560,SPXl1727A1200.U,2027-12-17,CALL,11200,94,7.5,9.1,134,,7.9,2026-01-26,,284,0,14.078,0.0181,0.0,-0.0523,4.2408,2.2189
8561,SPXx1727A1200.U,2027-12-17,PUT ,11200,1,3554.4,3594.0,1,,3588.45,2026-01-26,,1,0,,,,,,
8562,SPXl1727A1400.U,2027-12-17,CALL,11400,94,6.2,7.8,134,,6.63,2026-01-26,,36,3,14.2344,0.0154,0.0,-0.0458,3.6914,1.8877
8563,SPXx1727A1400.U,2027-12-17,PUT ,11400,1,3739.2,3778.8,1,,3773.05,2026-01-26,,1,0,,,,,,
8564,SPXl1727A2000.U,2027-12-17,CALL,12000,94,3.5,4.3,6,,4.0,2026-01-26,,7339,1,14.526,0.0089,0.0,-0.0287,2.298,1.096
8565,SPXx1727A2000.U,2027-12-17,PUT ,12000,1,4294.7,4334.3,1,,4328.55,2026-01-26,,425,0,,,,,,
8566,SPXL152840000.U,2028-12-15,CALL,400,1,0.05,,,,6415.21,2026-01-26,,67,1,,,,,,
8567,SPXX152840000.U,2028-12-15,PUT ,400,0,0.0,1.6,86,,0.85,2026-01-26,,528,3,59.8302,-0.0003,0.0,-0.0038,0.1436,-0.0898
8568,SPXL152880000.U,2028-12-15,CALL,800,,,,,,6069.4,2026-01-26,,1,0,,,,,,
8569,SPXX152880000.U,2028-12-15,PUT ,800,84,1.35,4.0,94,,2.5,2026-01-26,,772,0,50.9879,-0.0012,0.0,-0.0106,0.4774,-0.3225
8570,SPXl152812000.U,2028-12-15,CALL,1200,,,,,,5716.2,2026-01-26,,0,0,,,,,,
8571,SPXx152812000.U,2028-12-15,PUT ,1200,84,5.5,7.9,84,,6.75,2026-01-26,,39,0,46.4183,-0.0031,0.0,-0.0224,1.1242,-0.8235
8572,SPXl152816000.U,2028-12-15,CALL,1600,,,,,,5364.9,2026-01-26,,1,0,,,,,,
8573,SPXx152816000.U,2028-12-15,PUT ,1600,82,12.1,14.4,82,,13.7,2026-01-26,,42,0,43.0411,-0.0063,0.0,-0.0381,2.0968,-1.6492
8574,SPXl152818000.U,2028-12-15,CALL,1800,,,,,,5190.3,2026-01-26,,5,0,,,,,,
8575,SPXx152818000.U,2028-12-15,PUT ,1800,81,16.2,18.6,81,,17.7,2026-01-26,,143,0,41.5235,-0.0084,0.0,-0.0467,2.6903,-2.183
8576,SPXl152820000.U,2028-12-15,CALL,2000,,,,,,5016.2,2026-01-26,,646,0,,,,,,
8577,SPXx152820000.U,2028-12-15,PUT ,2000,79,20.9,23.5,79,,22.25,2026-01-26,,919,0,40.1105,-0.0108,0.0,-0.0559,3.3594,-2.808
8578,SPXl152822000.U,2028-12-15,CALL,2200,,,,,,4842.6,2026-01-26,,2,0,,,,,,
8579,SPXx152822000.U,2028-12-15,PUT ,2200,77,26.3,29.1,77,,27.6,2026-01-26,,39,0,38.7888,-0.0136,0.0,-0.0655,4.1065,-3.5322
8580,SPXl152824000.U,2028-12-15,CALL,2400,,,,,,4670.0,2026-01-26,,8,0,,,,,,
8581,SPXx152824000.U,2028-12-15,PUT ,2400,75,32.4,35.3,75,,33.65,2026-01-26,,54,0,37.5257,-0.0168,0.0,-0.0752,4.9253,-4.3542
8582,SPXl152826000.U,2028-12-15,CALL,2600,,,,,,4498.0,2026-01-26,,2,0,,,,,,
8583,SPXx152826000.U,2028-12-15,PUT ,2600,72,39.1,42.3,102,,40.4,2026-01-26,,256,0,36.3194,-0.0205,0.0,-0.0851,5.8185,-5.2827
8584,SPXl152827000.U,2028-12-15,CALL,2700,,,,,,4412.15,2026-01-26,,3,0,,,,,,
8585,SPXx152827000.U,2028-12-15,PUT ,2700,70,42.6,46.0,100,,44.05,2026-01-26,,286,0,35.72,-0.0224,0.0,-0.09,6.2857,-5.7799
8586,SPXl152828000.U,2028-12-15,CALL,2800,2,4323.7,4384.1,2,,4332.6,2026-01-26,,100,0,34.9,0.9606,0.0,-0.2303,6.6509,67.0329
8587,SPXx152828000.U,2028-12-15,PUT ,2800,68,46.3,49.9,98,,47.95,2026-01-26,,376,0,35.1363,-0.0245,0.0,-0.0949,6.7731,-6.3078
8588,SPXl152829000.U,2028-12-15,CALL,2900,2,4238.6,4298.1,2,,4247.1,2026-01-26,,4,0,34.4859,0.958,0.0,-0.2453,7.2367,68.9917
8589,SPXx152829000.U,2028-12-15,PUT ,2900,66,50.2,54.1,96,,51.95,2026-01-26,,12,0,34.5734,-0.0267,0.0,-0.0998,7.2841,-6.8716
8590,SPXl152830000.U,2028-12-15,CALL,3000,2,4153.7,4212.3,2,,4161.85,2026-01-26,,58,0,34.0619,0.9553,0.0,-0.2601,7.8376,70.9199
8591,SPXx152830000.U,2028-12-15,PUT ,3000,64,54.4,58.5,94,,56.25,2026-01-26,,2898,0,34.0279,-0.0291,0.0,-0.1048,7.8183,-7.4721
8592,SPXl152831000.U,2028-12-15,CALL,3100,2,4069.0,4126.8,2,,4076.8,2026-01-26,,1,0,33.6361,0.9525,0.0,-0.2749,8.4571,72.8121
8593,SPXx152831000.U,2028-12-15,PUT ,3100,62,58.7,63.1,92,,60.8,2026-01-26,,455,0,33.4854,-0.0316,0.0,-0.1098,8.3679,-8.1003
8594,SPXl152832000.U,2028-12-15,CALL,3200,2,3984.5,4041.5,2,,3992.0,2026-01-26,,1,0,33.2033,0.9496,0.0,-0.2895,9.0915,74.6722
8595,SPXx152832000.U,2028-12-15,PUT ,3200,60,63.3,67.9,90,,65.65,2026-01-26,,814,0,32.9571,-0.0343,0.0,-0.1147,8.94,-8.7663
8596,SPXl152833000.U,2028-12-15,CALL,3300,2,3900.3,3956.4,2,,3901.8,2026-01-26,,3,0,32.7701,0.9465,0.0,-0.3041,9.744,76.4949
8597,SPXx152833000.U,2028-12-15,PUT ,3300,57,68.1,73.1,87,,70.75,2026-01-26,,265,0,32.4463,-0.0371,0.0,-0.1197,9.5373,-9.4756
8598,SPXl152834000.U,2028-12-15,CALL,3400,2,3816.5,3871.7,2,,3809.94,2026-01-26,,54,1,32.3509,0.9432,0.0,-0.3187,10.4237,78.2659
8599,SPXx152834000.U,2028-12-15,PUT ,3400,54,73.2,78.5,84,,75.73,2026-01-26,,482,1,31.9454,-0.04,0.0,-0.1247,10.1558,-10.2241
8600,SPXl152835000.U,2028-12-15,CALL,3500,2,3732.9,3787.2,2,,3739.25,2026-01-26,,11,0,31.9252,0.9398,0.0,-0.3331,11.1171,80.0027
8601,SPXx152835000.U,2028-12-15,PUT ,3500,52,78.6,84.2,82,,81.85,2026-01-26,,888,0,31.4576,-0.0432,0.0,-0.1297,10.7984,-11.0172
8602,SPXl152836000.U,2028-12-15,CALL,3600,2,3649.6,3703.1,2,,3655.7,2026-01-26,,1,0,31.5067,0.9361,0.0,-0.3475,11.833,81.6911
8603,SPXx152836000.U,2028-12-15,PUT ,3600,49,84.4,90.3,79,,87.95,2026-01-26,,308,0,30.9896,-0.0466,0.0,-0.1347,11.4703,-11.8648
8604,SPXl152837000.U,2028-12-15,CALL,3700,2,3566.6,3619.4,2,,3572.4,2026-01-26,,6,0,31.0941,0.9323,0.0,-0.3618,12.5703,83.3305
8605,SPXx152837000.U,2028-12-15,PUT ,3700,46,90.5,96.7,76,,94.3,2026-01-26,,861,0,30.53,-0.0501,0.0,-0.1397,12.1644,-12.7583
8606,SPXl152838000.U,2028-12-15,CALL,3800,2,3484.1,3536.0,2,,3489.5,2026-01-26,,11,0,30.6901,0.9283,0.0,-0.3761,13.331,84.9158
8607,SPXx152838000.U,2028-12-15,PUT ,3800,45,97.1,103.4,75,,101.05,2026-01-26,,405,0,30.0852,-0.0539,0.0,-0.1447,12.8858,-13.7077
8608,SPXl152839000.U,2028-12-15,CALL,3900,2,3401.9,3453.0,2,,3401.85,2026-01-26,,2,0,30.2894,0.924,0.0,-0.3902,14.1112,86.4509
8609,SPXx152839000.U,2028-12-15,PUT ,3900,44,104.0,110.5,74,,108.15,2026-01-26,,512,0,29.6492,-0.0579,0.0,-0.1497,13.6303,-14.7091
8610,SPXl152840000.U,2028-12-15,CALL,4000,2,3320.1,3370.4,2,,3324.95,2026-01-26,,22208,0,29.8947,0.9196,0.0,-0.4042,14.9126,87.9305
8611,SPXx152840000.U,2028-12-15,PUT ,4000,43,111.3,117.9,73,,115.65,2026-01-26,,24290,0,29.2239,-0.0621,0.0,-0.1546,14.3998,-15.7678
8612,SPXl152841000.U,2028-12-15,CALL,4100,2,3238.8,3288.3,2,,3243.35,2026-01-26,,6,0,29.5112,0.9149,0.0,-0.4182,15.7388,89.3457
8613,SPXx152841000.U,2028-12-15,PUT ,4100,42,119.1,125.9,72,,123.6,2026-01-26,,913,0,28.8108,-0.0666,0.0,-0.1594,15.1956,-16.8889
8614,SPXl152842000.U,2028-12-15,CALL,4200,2,3157.9,3206.6,2,,3162.15,2026-01-26,,286,0,29.1309,0.91,0.0,-0.432,16.5834,90.7042
8615,SPXx152842000.U,2028-12-15,PUT ,4200,40,127.3,134.3,70,,131.95,2026-01-26,,2512,0,28.4079,-0.0713,0.0,-0.1642,16.0163,-18.0731
8616,SPXl152843000.U,2028-12-15,CALL,4300,2,3077.5,3125.4,2,,3081.5,2026-01-26,,366,0,28.7587,0.9048,0.0,-0.4456,17.4498,91.9971
8617,SPXx152843000.U,2028-12-15,PUT ,4300,39,136.1,143.2,69,,140.8,2026-01-26,,459,0,28.0193,-0.0763,0.0,-0.1689,16.865,-19.3299
8618,SPXl152844000.U,2028-12-15,CALL,4400,2,2997.7,3044.8,2,,3001.4,2026-01-26,,165,0,28.3985,0.8993,0.0,-0.4592,18.3406,93.2156
8619,SPXx152844000.U,2028-12-15,PUT ,4400,37,145.3,152.5,67,,150.1,2026-01-26,,617,0,27.6369,-0.0815,0.0,-0.1735,17.7352,-20.6512
8620,SPXl152845000.U,2028-12-15,CALL,4500,2,2918.3,2964.7,2,,2921.8,2026-01-26,,672,0,28.0404,0.8936,0.0,-0.4725,19.2474,94.3715
8621,SPXx152845000.U,2028-12-15,PUT ,4500,35,155.0,162.5,65,,159.9,2026-01-26,,2069,0,27.2648,-0.087,0.0,-0.178,18.6298,-22.0462
8622,SPXl152846000.U,2028-12-15,CALL,4600,2,2839.4,2885.1,2,,2842.8,2026-01-26,,126,0,27.6863,0.8876,0.0,-0.4856,20.1708,95.4599
8623,SPXx152846000.U,2028-12-15,PUT ,4600,34,165.3,172.9,64,,170.3,2026-01-26,,557,0,26.8962,-0.0928,0.0,-0.1822,19.5426,-23.5072
8624,SPXl152847000.U,2028-12-15,CALL,4700,2,2761.4,2806.2,2,,2764.4,2026-01-26,,567,0,27.3494,0.8813,0.0,-0.4986,21.1201,96.4567
8625,SPXx152847000.U,2028-12-15,PUT ,4700,35,176.1,184.0,65,,181.2,2026-01-26,,1984,0,26.5397,-0.099,0.0,-0.1863,20.48,-25.0517
8626,SPXl152848000.U,2028-12-15,CALL,4800,2,2683.7,2727.9,2,,2686.65,2026-01-26,,563,0,27.0111,0.8747,0.0,-0.5112,22.08,97.3891
8627,SPXx152848000.U,2028-12-15,PUT ,4800,33,187.5,195.5,33,,192.75,2026-01-26,,911,0,26.1864,-0.1054,0.0,-0.1901,21.4338,-26.668
8628,SPXl152849000.U,2028-12-15,CALL,4900,2,2606.9,2650.3,2,,2609.5,2026-01-26,,61,0,26.6862,0.8678,0.0,-0.5237,23.0605,98.2295
8629,SPXx152849000.U,2028-12-15,PUT ,4900,31,199.6,207.8,61,,204.9,2026-01-26,,341,0,25.8464,-0.1121,0.0,-0.1937,22.4113,-28.3768
8630,SPXl152850000.U,2028-12-15,CALL,5000,2,2530.6,2573.3,2,,2541.18,2026-01-26,,24253,4,26.3623,0.8606,0.0,-0.5357,24.0507,98.9968
8631,SPXx152850000.U,2028-12-15,PUT ,5000,60,212.2,220.7,60,,215.99,2026-01-26,,26354,4,25.509,-0.1192,0.0,-0.197,23.4025,-30.1627
8632,SPXl152851000.U,2028-12-15,CALL,5100,2,2455.0,2497.0,2,,2457.2,2026-01-26,,777,0,26.0446,0.8531,0.0,-0.5475,25.0531,99.6791
8633,SPXx152851000.U,2028-12-15,PUT ,5100,57,225.8,234.2,57,,231.2,2026-01-26,,386,0,25.1835,-0.1266,0.0,-0.2001,24.4134,-32.0457
8634,SPXl152852000.U,2028-12-15,CALL,5200,2,2380.1,2421.4,2,,2377.95,2026-01-26,,598,0,25.7319,0.8452,0.0,-0.5589,26.0651,100.2761
8635,SPXx152852000.U,2028-12-15,PUT ,5200,56,239.8,248.5,56,,245.65,2026-01-26,,1104,0,24.8601,-0.1344,0.0,-0.2028,25.4345,-34.011
8636,SPXl152853000.U,2028-12-15,CALL,5300,2,2305.9,2346.5,2,,2307.75,2026-01-26,,174,0,25.423,0.8371,0.0,-0.5699,27.0841,100.7876
8637,SPXx152853000.U,2028-12-15,PUT ,5300,54,254.7,263.5,54,,260.65,2026-01-26,,1731,0,24.5454,-0.1425,0.0,-0.2051,26.4692,-36.074
8638,SPXl152854000.U,2028-12-15,CALL,5400,2,2232.4,2272.4,2,,2234.1,2026-01-26,,438,0,25.1188,0.8285,0.0,-0.5805,28.1087,101.2096
8639,SPXx152854000.U,2028-12-15,PUT ,5400,52,270.3,279.3,52,,276.85,2026-01-26,,692,0,24.236,-0.151,0.0,-0.2071,27.5129,-38.2315
8640,SPXl152855000.U,2028-12-15,CALL,5500,2,2159.7,2198.9,2,,2167.28,2026-01-26,,307,1,24.8164,0.8197,0.0,-0.5905,29.1349,101.5451
8641,SPXx152855000.U,2028-12-15,PUT ,5500,51,286.7,295.8,51,,290.39,2026-01-26,,2167,11,23.9306,-0.1599,0.0,-0.2086,28.5623,-40.4836
8642,SPXl152856000.U,2028-12-15,CALL,5600,2,2087.7,2126.3,2,,2089.1,2026-01-26,,827,0,24.5184,0.8105,0.0,-0.6001,30.1621,101.7871
8643,SPXx152856000.U,2028-12-15,PUT ,5600,50,303.9,313.1,50,,310.6,2026-01-26,,833,50,23.6299,-0.1691,0.0,-0.2096,29.6157,-42.8345
8644,SPXl152857000.U,2028-12-15,CALL,5700,2,2016.4,2054.4,2,,2017.7,2026-01-26,,205,0,24.2205,0.801,0.0,-0.6091,31.1855,101.9416
8645,SPXx152857000.U,2028-12-15,PUT ,5700,49,321.9,331.2,49,,328.75,2026-01-26,,378,0,23.3327,-0.1787,0.0,-0.2101,30.6696,-45.2845
8646,SPXl152858000.U,2028-12-15,CALL,5800,2,1945.9,1983.3,2,,1947.21,2026-01-26,,722,1,23.9252,0.7911,0.0,-0.6175,32.2042,102.0016
8647,SPXx152858000.U,2028-12-15,PUT ,5800,47,340.6,350.1,47,,344.57,2026-01-26,,1238,31,23.0364,-0.1887,0.0,-0.2099,31.7197,-47.8308
8648,SPXl152859000.U,2028-12-15,CALL,5900,2,1876.3,1913.0,2,,1885.91,2026-01-26,,489,1,23.6332,0.7808,0.0001,-0.6253,33.2158,101.9639
8649,SPXx152859000.U,2028-12-15,PUT ,5900,45,359.9,369.7,45,,364.09,2026-01-26,,662,16,22.7371,-0.1991,0.0001,-0.2091,32.7615,-50.4681
8650,SPXl152860000.U,2028-12-15,CALL,6000,2,1807.3,1843.5,2,,1815.65,2026-01-26,,19178,3,23.3391,0.7702,0.0001,-0.6324,34.215,101.8367
8651,SPXx152860000.U,2028-12-15,PUT ,6000,43,380.3,390.1,43,,388.05,2026-01-26,,20986,3,22.4433,-0.2098,0.0001,-0.2077,33.7968,-53.2162
8652,SPXl152861000.U,2028-12-15,CALL,6100,2,1739.2,1774.7,2,,1740.0,2026-01-26,,781,0,23.0453,0.7593,0.0001,-0.6388,35.2006,101.6132
8653,SPXx152861000.U,2028-12-15,PUT ,6100,19,401.2,411.4,42,,409.4,2026-01-26,,778,0,22.1481,-0.221,0.0001,-0.2056,34.8189,-56.0633
8654,SPXl152862000.U,2028-12-15,CALL,6200,2,1671.8,1706.8,2,,1675.66,2026-01-26,,626,1,22.7512,0.7479,0.0001,-0.6445,36.1692,101.2927
8655,SPXx152862000.U,2028-12-15,PUT ,6200,18,423.2,433.4,40,,431.55,2026-01-26,,782,1,21.8521,-0.2325,0.0001,-0.2027,35.825,-59.0137
8656,SPXl152863000.U,2028-12-15,CALL,6300,2,1605.3,1639.7,2,,1605.95,2026-01-26,,666,0,22.4574,0.7362,0.0001,-0.6494,37.1181,100.8717
8657,SPXx152863000.U,2028-12-15,PUT ,6300,18,445.9,456.3,39,,454.5,2026-01-26,,1355,0,21.5561,-0.2445,0.0001,-0.199,36.8124,-62.0713
8658,SPXl152864000.U,2028-12-15,CALL,6400,2,1539.5,1573.4,2,,1536.01,2026-01-26,,394,0,22.1606,0.7241,0.0001,-0.6534,38.0434,100.3542
8659,SPXx152864000.U,2028-12-15,PUT ,6400,18,469.4,479.9,38,,477.5,2026-01-26,,897,25,21.2567,-0.2568,0.0001,-0.1944,37.7764,-65.2322
8660,SPXl152865000.U,2028-12-15,CALL,6500,2,1474.6,1507.9,2,,1473.35,2026-01-26,,336,1,21.8629,0.7117,0.0001,-0.6566,38.9423,99.7339
8661,SPXx152865000.U,2028-12-15,PUT ,6500,18,493.7,504.4,37,,499.27,2026-01-26,,1137,63,20.9558,-0.2696,0.0001,-0.189,38.7143,-68.5032
8662,SPXl152866000.U,2028-12-15,CALL,6600,2,1410.4,1443.3,2,,1409.35,2026-01-26,,617,0,21.5623,0.6988,0.0001,-0.6589,39.8111,99.012
8663,SPXx152866000.U,2028-12-15,PUT ,6600,17,518.9,529.6,35,,524.68,2026-01-26,,563,80,20.6515,-0.2829,0.0001,-0.1826,39.6217,-71.8837
8664,SPXl152867000.U,2028-12-15,CALL,6700,2,1347.2,1379.6,2,,1348.96,2026-01-26,,314,1,21.262,0.6855,0.0001,-0.6603,40.6468,98.1804
8665,SPXx152867000.U,2028-12-15,PUT ,6700,17,544.8,555.7,34,,554.55,2026-01-26,,404,1,20.3445,-0.2965,0.0001,-0.1752,40.4951,-75.3781
8666,SPXl152868000.U,2028-12-15,CALL,6800,2,1284.9,1316.8,2,,1283.85,2026-01-26,,748,0,20.96,0.6718,0.0001,-0.6608,41.4452,97.2403
8667,SPXx152868000.U,2028-12-15,PUT ,6800,16,571.5,582.7,32,,581.55,2026-01-26,,726,0,20.0328,-0.3107,0.0001,-0.1669,41.3298,-78.9866
8668,SPXl152869000.U,2028-12-15,CALL,6900,2,1223.6,1254.9,2,,1222.3,2026-01-26,,1294,14,20.6568,0.6577,0.0001,-0.6603,42.2021,96.1885
8669,SPXx152869000.U,2028-12-15,PUT ,6900,15,599.1,610.5,31,,606.14,2026-01-26,,1484,29,19.7169,-0.3252,0.0002,-0.1574,42.1217,-82.7141
8670,SPXl152870000.U,2028-12-15,CALL,7000,2,1163.2,1189.1,41,,1162.0,2026-01-26,,14898,29,20.2946,0.6433,0.0002,-0.6578,42.9109,95.1043
8671,SPXx152870000.U,2028-12-15,PUT ,7000,30,627.6,639.4,30,,638.4,2026-01-26,,14089,12,19.3997,-0.3403,0.0002,-0.1469,42.8661,-86.5688
8672,SPXl152871000.U,2028-12-15,CALL,7100,9,1110.7,1125.4,9,,1103.55,2026-01-26,,49,0,20.0243,0.6282,0.0002,-0.6557,43.5736,93.7693
8673,SPXx152871000.U,2028-12-15,PUT ,7100,14,657.2,669.2,14,,667.6,2026-01-26,,62,27,19.0801,-0.3559,0.0002,-0.1352,43.5574,-90.5528
8674,SPXl152872000.U,2028-12-15,CALL,7200,10,1052.2,1066.8,10,,1045.35,2026-01-26,,935,0,19.7177,0.6128,0.0002,-0.6521,44.1794,92.3651
8675,SPXx152872000.U,2028-12-15,PUT ,7200,13,687.9,700.2,13,,698.5,2026-01-26,,859,28,18.7596,-0.372,0.0002,-0.1224,44.1899,-94.6713
